date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
09/26/1965,1965,0,0,SF,PIT,1461.23,1434.46,0.6291,27,17,1
09/26/1965,1965,0,0,BUF,NYJ,1630.42,1386.49,0.8555,33,21,1
10/03/1965,1965,0,0,LAC,TEN,1542.2,1460.8,0.699,31,14,1
10/03/1965,1965,0,0,PIT,NYG,1417.39,1401.16,0.6148,13,23,0
10/03/1965,1965,0,0,DET,WSH,1580.41,1427.02,0.7785,14,10,1
10/03/1965,1965,0,0,IND,SF,1603.59,1478.31,0.7494,27,24,1
10/03/1965,1965,0,0,DEN,NYJ,1378.32,1379.99,0.5902,16,13,1
10/03/1965,1965,0,0,KC,NE,1500.28,1441.63,0.6708,27,17,1
10/03/1965,1965,0,0,PHI,CLE,1451.58,1559.21,0.439,17,35,0
10/03/1965,1965,0,0,GB,CHI,1645.42,1429.32,0.8345,23,14,1
10/03/1965,1965,0,0,LAR,MIN,1435.89,1505.94,0.4927,35,38,0
10/03/1965,1965,0,0,BUF,OAK,1636.92,1483.9,0.7782,17,12,1
10/04/1965,1965,0,0,ARI,DAL,1568.1,1498.96,0.684,20,13,1
10/08/1965,1965,0,0,NE,OAK,1426.69,1476.67,0.5216,10,24,0
10/09/1965,1965,0,0,MIN,NYG,1519.57,1431.78,0.7067,40,14,1
10/09/1965,1965,0,0,CLE,PIT,1584.57,1386.77,0.8195,24,19,1
10/10/1965,1965,0,0,DAL,PHI,1486.57,1426.22,0.6729,24,35,0
10/10/1965,1965,0,0,DEN,KC,1389.37,1515.23,0.4133,23,31,0
10/10/1965,1965,0,0,IND,DET,1609.98,1586.89,0.6241,31,7,1
10/10/1965,1965,0,0,BUF,LAC,1644.15,1558.51,0.7042,3,34,0
10/10/1965,1965,0,0,CHI,LAR,1422.56,1422.26,0.5929,31,6,1
10/10/1965,1965,0,0,WSH,ARI,1420.54,1580.49,0.3667,16,37,0
10/10/1965,1965,0,0,GB,SF,1652.18,1471.91,0.8041,27,10,1
10/16/1965,1965,0,0,NYJ,OAK,1368.94,1505.11,0.399,24,24,0.5
10/17/1965,1965,0,0,DEN,TEN,1371.7,1444.49,0.4888,28,17,1
10/17/1965,1965,0,0,NYG,PHI,1413.7,1461.69,0.5245,35,27,1
10/17/1965,1965,0,0,WSH,IND,1398.81,1633.25,0.2738,7,38,0
10/17/1965,1965,0,0,DET,GB,1563.63,1662.37,0.4516,21,31,0
10/17/1965,1965,0,0,CLE,DAL,1590.35,1451.11,0.7642,23,17,1
10/17/1965,1965,0,0,PIT,ARI,1380.99,1602.22,0.2892,7,20,0
10/17/1965,1965,0,0,KC,BUF,1532.9,1591.76,0.5088,7,23,0
10/17/1965,1965,0,0,LAR,SF,1396.49,1461.72,0.4997,21,45,0
10/17/1965,1965,0,0,MIN,CHI,1537.65,1448.33,0.7085,37,45,0
10/17/1965,1965,0,0,NE,LAC,1398.24,1610.91,0.2994,13,13,0.5
10/23/1965,1965,0,0,NYJ,LAC,1372.02,1604.79,0.2757,9,34,0
10/24/1965,1965,0,0,OAK,NE,1502.03,1404.36,0.7184,30,21,1
10/24/1965,1965,0,0,ARI,WSH,1616.47,1381.19,0.8492,20,24,0
10/24/1965,1965,0,0,PHI,PIT,1440.95,1366.74,0.6903,14,20,0
10/24/1965,1965,0,0,IND,LAR,1650.87,1364.33,0.8833,35,20,1
10/24/1965,1965,0,0,SF,MIN,1493.89,1504.16,0.5781,41,42,0
10/24/1965,1965,0,0,TEN,KC,1418.99,1503.99,0.4713,38,36,1
10/24/1965,1965,0,0,CHI,DET,1481.81,1542.3,0.5065,38,10,1
10/24/1965,1965,0,0,BUF,DEN,1620.67,1397.19,0.8403,31,13,1
10/24/1965,1965,0,0,GB,DAL,1683.7,1442.71,0.8534,13,3,1
10/24/1965,1965,0,0,NYG,CLE,1434.44,1598.75,0.3609,14,38,0
10/31/1965,1965,0,0,WSH,PHI,1412.84,1412.27,0.5933,23,21,1
10/31/1965,1965,0,0,BUF,TEN,1628.98,1430.71,0.8199,17,19,0
10/31/1965,1965,0,0,CLE,MIN,1620.97,1512.38,0.7309,17,27,0
10/31/1965,1965,0,0,LAC,NE,1621.48,1392.28,0.8447,6,22,0
10/31/1965,1965,0,0,KC,OAK,1492.26,1514.11,0.5618,14,7,1
10/31/1965,1965,0,0,CHI,GB,1514.98,1689.87,0.3469,31,10,1
10/31/1965,1965,0,0,NYJ,DEN,1355.33,1388.88,0.5451,45,10,1
10/31/1965,1965,0,0,SF,IND,1485.67,1656.45,0.3523,28,34,0
10/31/1965,1965,0,0,NYG,ARI,1412.21,1584.81,0.3499,14,10,1
10/31/1965,1965,0,0,PIT,DAL,1395.42,1436.53,0.5343,22,13,1
10/31/1965,1965,0,0,LAR,DET,1358.75,1509.13,0.3795,7,31,0
11/07/1965,1965,0,0,CHI,IND,1557.48,1669.53,0.4327,21,26,0
11/07/1965,1965,0,0,NE,BUF,1447.53,1608.52,0.3653,7,23,0
11/07/1965,1965,0,0,MIN,LAR,1550.43,1335.23,0.8338,24,13,1
11/07/1965,1965,0,0,NYG,WSH,1434.21,1421.52,0.61,7,23,0
11/07/1965,1965,0,0,DEN,LAC,1356.74,1566.23,0.3033,21,35,0
11/07/1965,1965,0,0,KC,NYJ,1510.14,1387.47,0.7466,10,13,0
11/07/1965,1965,0,0,CLE,PHI,1582.92,1403.6,0.8032,38,34,1
11/07/1965,1965,0,0,ARI,PIT,1562.81,1416.64,0.7713,21,17,1
11/07/1965,1965,0,0,TEN,OAK,1451.18,1496.23,0.5287,21,33,0
11/07/1965,1965,0,0,DAL,SF,1415.32,1472.59,0.5111,39,31,1
11/07/1965,1965,0,0,GB,DET,1647.37,1532.65,0.7378,7,12,0
11/14/1965,1965,0,0,MIN,IND,1557.76,1684.72,0.4118,21,41,0
11/14/1965,1965,0,0,CLE,NYG,1588.62,1398.38,0.8129,34,21,1
11/14/1965,1965,0,0,TEN,DEN,1423.81,1341.32,0.7004,21,31,0
11/14/1965,1965,0,0,PHI,WSH,1397.89,1457.35,0.508,21,14,1
11/14/1965,1965,0,0,KC,LAC,1487.51,1581.64,0.4582,31,7,1
11/14/1965,1965,0,0,OAK,BUF,1523.6,1628.35,0.443,14,17,0
11/14/1965,1965,0,0,NE,NYJ,1427.7,1410.1,0.6167,20,30,0
11/14/1965,1965,0,0,GB,LAR,1618.58,1327.9,0.8857,6,3,1
11/14/1965,1965,0,0,CHI,ARI,1542.29,1569.53,0.5541,34,13,1
11/14/1965,1965,0,0,DET,SF,1561.44,1451.18,0.7328,21,27,0
11/14/1965,1965,0,0,DAL,PIT,1436.73,1409.92,0.6291,24,17,1
11/21/1965,1965,0,0,DEN,OAK,1377.33,1511.54,0.4017,20,28,0
11/21/1965,1965,0,0,NYJ,TEN,1440.83,1387.81,0.6636,41,14,1
11/21/1965,1965,0,0,ARI,NYG,1542.43,1389.54,0.778,15,28,0
11/21/1965,1965,0,0,MIN,GB,1533.37,1621.31,0.467,13,38,0
11/21/1965,1965,0,0,DAL,CLE,1451.53,1597.46,0.3856,17,24,0
11/21/1965,1965,0,0,SF,LAR,1482.17,1325.17,0.7821,30,27,1
11/21/1965,1965,0,0,IND,PHI,1709.1,1418.31,0.8858,34,24,1
11/21/1965,1965,0,0,DET,CHI,1530.45,1569.39,0.5374,10,17,0
11/21/1965,1965,0,0,PIT,WSH,1395.11,1436.94,0.5333,3,31,0
11/21/1965,1965,0,0,NE,KC,1396.97,1522.86,0.4133,10,10,0.5
11/25/1965,1965,0,0,LAC,BUF,1546.29,1640.42,0.4582,20,20,0.5
11/25/1965,1965,0,0,DET,IND,1507.83,1713.82,0.3076,24,24,0.5
11/28/1965,1965,0,0,NYG,CHI,1435.12,1592.01,0.3708,14,35,0
11/28/1965,1965,0,0,PIT,CLE,1358.81,1612.93,0.2519,21,42,0
11/28/1965,1965,0,0,LAR,GB,1319.68,1651.43,0.1772,21,10,1
11/28/1965,1965,0,0,MIN,SF,1503.25,1487.65,0.614,24,45,0
11/28/1965,1965,0,0,ARI,PHI,1496.85,1413.59,0.7013,24,28,0
11/28/1965,1965,0,0,KC,TEN,1520.21,1366.53,0.7788,52,21,1
11/28/1965,1965,0,0,NYJ,NE,1462.1,1399.62,0.6757,23,27,0
11/28/1965,1965,0,0,WSH,DAL,1473.24,1436.07,0.6429,34,31,1
12/04/1965,1965,0,0,LAC,NYJ,1547.57,1439.02,0.7309,38,7,1
12/05/1965,1965,0,0,CLE,WSH,1627.27,1482.7,0.7697,24,16,1
12/05/1965,1965,0,0,NYG,PIT,1413.12,1344.48,0.6834,35,10,1
12/05/1965,1965,0,0,GB,MIN,1604.9,1463.86,0.766,24,19,1
12/05/1965,1965,0,0,SF,DET,1527.05,1513.7,0.6109,17,14,1
12/05/1965,1965,0,0,ARI,LAR,1472.64,1366.22,0.7285,3,27,0
12/05/1965,1965,0,0,OAK,DEN,1528.65,1360.21,0.7931,24,13,1
12/05/1965,1965,0,0,PHI,DAL,1437.79,1426.61,0.6079,19,21,0
12/05/1965,1965,0,0,IND,CHI,1707.95,1614.01,0.714,0,13,0
12/05/1965,1965,0,0,TEN,BUF,1352.59,1639.14,0.2183,18,29,0
12/11/1965,1965,0,0,DAL,ARI,1440.44,1421.78,0.6181,27,13,1
12/12/1965,1965,0,0,DEN,NE,1350.92,1422.7,0.4902,20,28,0
12/12/1965,1965,0,0,BUF,KC,1649,1534.16,0.7379,34,25,1
12/12/1965,1965,0,0,LAR,CLE,1417.08,1636.51,0.2913,42,7,1
12/12/1965,1965,0,0,IND,GB,1667.33,1612.56,0.6658,27,42,0
12/12/1965,1965,0,0,TEN,LAC,1342.73,1564.86,0.2881,26,37,0
12/12/1965,1965,0,0,CHI,SF,1654.63,1537.47,0.7405,61,20,1
12/12/1965,1965,0,0,PIT,PHI,1325.03,1423.96,0.4513,13,47,0
12/12/1965,1965,0,0,OAK,NYJ,1537.95,1421.73,0.7395,24,14,1
12/12/1965,1965,0,0,WSH,NYG,1473.46,1432.57,0.6478,10,27,0
12/12/1965,1965,0,0,DET,MIN,1503.29,1456.19,0.6559,7,29,0
12/18/1965,1965,0,0,LAR,IND,1471.7,1628.28,0.3712,17,20,0
12/18/1965,1965,0,0,NE,TEN,1444.18,1329.36,0.7379,42,14,1
12/19/1965,1965,0,0,ARI,CLE,1401.86,1581.89,0.3403,24,27,0
12/19/1965,1965,0,0,NYJ,BUF,1410.18,1660.16,0.2564,14,12,1
12/19/1965,1965,0,0,LAC,OAK,1578.22,1549.49,0.6317,24,14,1
12/19/1965,1965,0,0,SF,GB,1519.56,1651.61,0.4047,24,24,0.5
12/19/1965,1965,0,0,PHI,DET,1455.56,1459.94,0.5864,28,35,0
12/19/1965,1965,0,0,KC,DEN,1523,1329.44,0.8158,45,35,1
12/19/1965,1965,0,0,NYG,DAL,1471.91,1460.37,0.6084,20,38,0
12/19/1965,1965,0,0,WSH,PIT,1434.11,1293.42,0.7657,35,14,1
12/19/1965,1965,0,0,CHI,MIN,1672.55,1499.53,0.7974,17,24,0
12/26/1965,1965,0,1,LAC,BUF,1595.16,1642.32,0.5257,0,23,0
12/26/1965,1965,0,1,GB,IND,1648.7,1638.16,0.607,13,10,1
01/02/1966,1965,0,1,GB,CLE,1659.24,1590.85,0.6831,23,12,1
09/02/1966,1966,0,0,MIA,OAK,1300,1523.37,0.2867,14,23,0
09/03/1966,1966,0,0,TEN,DEN,1377.03,1382.69,0.5846,45,7,1
09/04/1966,1966,0,0,LAC,BUF,1542.65,1619,0.4837,27,7,1
09/09/1966,1966,0,0,MIA,NYJ,1287.69,1453.68,0.3586,14,19,0
09/10/1966,1966,0,0,LAC,NE,1574.26,1475.33,0.7198,24,0,1
09/10/1966,1966,0,0,GB,IND,1617.73,1586.75,0.6347,24,3,1
09/10/1966,1966,0,0,TEN,OAK,1406.67,1535.68,0.4089,31,0,1
09/11/1966,1966,0,0,ATL,LAR,1300,1476.22,0.3452,14,19,0
09/11/1966,1966,0,0,PIT,NYG,1355.12,1458.19,0.4454,34,34,0.5
09/11/1966,1966,0,0,WSH,CLE,1466.57,1552.33,0.4702,14,38,0
09/11/1966,1966,0,0,BUF,KC,1587.4,1522.27,0.679,20,42,0
09/11/1966,1966,0,0,SF,MIN,1516.64,1526.15,0.5792,20,20,0.5
09/11/1966,1966,0,0,ARI,PHI,1430.26,1455.32,0.5572,16,13,1
09/11/1966,1966,0,0,DET,CHI,1491.68,1591.91,0.4495,14,3,1
09/16/1966,1966,0,0,LAR,CHI,1487.99,1564.1,0.484,31,17,1
09/18/1966,1966,0,0,OAK,KC,1493.48,1567.52,0.487,10,32,0
09/18/1966,1966,0,0,DEN,NE,1353.05,1458.55,0.442,10,24,0
09/18/1966,1966,0,0,MIN,IND,1528.56,1565.11,0.5409,23,38,0
09/18/1966,1966,0,0,ARI,WSH,1442.32,1436.59,0.6004,23,7,1
09/18/1966,1966,0,0,NYJ,TEN,1465.97,1448.87,0.616,52,13,1
09/18/1966,1966,0,0,DAL,NYG,1499.99,1456.53,0.6512,52,7,1
09/18/1966,1966,0,0,BUF,MIA,1542.14,1275.4,0.871,58,24,1
09/18/1966,1966,0,0,CLE,GB,1582.32,1639.36,0.5114,20,21,0
09/18/1966,1966,0,0,PIT,DET,1356.78,1519.49,0.363,17,3,1
09/18/1966,1966,0,0,PHI,ATL,1443.27,1288.23,0.7802,23,10,1
09/25/1966,1966,0,0,GB,LAR,1646.48,1516.08,0.7549,24,13,1
09/25/1966,1966,0,0,BUF,TEN,1550.12,1421.56,0.7529,27,20,1
09/25/1966,1966,0,0,PIT,WSH,1392.89,1414.65,0.5619,27,33,0
09/25/1966,1966,0,0,OAK,LAC,1463.07,1591.04,0.4104,20,29,0
09/25/1966,1966,0,0,PHI,NYG,1453.81,1431.08,0.6236,35,17,1
09/25/1966,1966,0,0,DAL,MIN,1525.44,1498.18,0.6297,28,17,1
09/25/1966,1966,0,0,DET,ATL,1483.38,1277.68,0.8261,28,10,1
09/25/1966,1966,0,0,IND,SF,1595.5,1514.23,0.6989,36,14,1
09/25/1966,1966,0,0,DEN,NYJ,1329.55,1493.28,0.3616,7,16,0
09/25/1966,1966,0,0,NE,KC,1482.05,1597.94,0.4273,24,43,0
09/25/1966,1966,0,0,CLE,ARI,1575.2,1464.26,0.7336,28,34,0
09/30/1966,1966,0,0,LAR,SF,1504.89,1496.52,0.604,34,3,1
10/02/1966,1966,0,0,WSH,PIT,1436.96,1370.58,0.6805,24,10,1
10/02/1966,1966,0,0,LAC,MIA,1609.41,1267.43,0.9124,44,10,1
10/02/1966,1966,0,0,MIN,CHI,1480.52,1536.01,0.5137,10,13,0
10/02/1966,1966,0,0,DEN,TEN,1313.61,1412.11,0.4519,40,38,1
10/02/1966,1966,0,0,NE,NYJ,1457.03,1509.22,0.5184,24,24,0.5
10/02/1966,1966,0,0,GB,DET,1657.67,1492.5,0.79,23,14,1
10/02/1966,1966,0,0,ATL,DAL,1268.56,1543.11,0.2304,14,47,0
10/02/1966,1966,0,0,PHI,ARI,1475.13,1495.29,0.5642,10,41,0
10/02/1966,1966,0,0,NYG,CLE,1409.76,1544.17,0.4014,7,28,0
10/02/1966,1966,0,0,KC,BUF,1622.96,1559.56,0.6768,14,29,0
10/08/1966,1966,0,0,CLE,PIT,1568.23,1354.25,0.8328,41,10,1
10/08/1966,1966,0,0,BUF,NE,1599.42,1456.47,0.768,10,20,0
10/08/1966,1966,0,0,KC,DEN,1583.1,1325.84,0.8647,37,10,1
10/08/1966,1966,0,0,NYJ,LAC,1509.78,1614.67,0.4428,17,16,1
10/09/1966,1966,0,0,ARI,NYG,1535.21,1385.71,0.7747,24,19,1
10/09/1966,1966,0,0,OAK,MIA,1444.7,1262.17,0.8061,21,10,1
10/09/1966,1966,0,0,SF,GB,1469.96,1666.42,0.3194,21,20,1
10/09/1966,1966,0,0,WSH,ATL,1453.28,1253.73,0.821,33,20,1
10/09/1966,1966,0,0,DET,LAR,1483.74,1531.45,0.5249,7,14,0
10/09/1966,1966,0,0,CHI,IND,1550.32,1613.2,0.503,27,17,1
10/09/1966,1966,0,0,DAL,PHI,1557.94,1435.21,0.7466,56,7,1
10/16/1966,1966,0,0,PIT,PHI,1343.97,1416.94,0.4885,14,31,0
10/16/1966,1966,0,0,TEN,NYJ,1399.88,1517.65,0.4246,24,0,1
10/16/1966,1966,0,0,CHI,GB,1574.13,1656.39,0.4752,0,17,0
10/16/1966,1966,0,0,IND,DET,1589.39,1461.74,0.7519,45,14,1
10/16/1966,1966,0,0,ARI,DAL,1542.57,1576.21,0.545,10,10,0.5
10/16/1966,1966,0,0,MIA,DEN,1253.51,1317.97,0.5008,24,7,1
10/16/1966,1966,0,0,MIN,LAR,1466.21,1553.45,0.468,35,7,1
10/16/1966,1966,0,0,BUF,LAC,1558.74,1606.81,0.5244,17,17,0.5
10/16/1966,1966,0,0,NYG,WSH,1378.35,1461.72,0.4736,13,10,1
10/16/1966,1966,0,0,ATL,SF,1245.29,1480,0.2735,7,44,0
10/16/1966,1966,0,0,KC,OAK,1590.97,1453.36,0.7625,13,34,0
10/23/1966,1966,0,0,NYG,PHI,1393.07,1445.08,0.5187,3,31,0
10/23/1966,1966,0,0,NE,LAC,1497.14,1607.55,0.435,35,17,1
10/23/1966,1966,0,0,NYJ,OAK,1479.7,1505.28,0.5565,21,24,0
10/23/1966,1966,0,0,IND,MIN,1605.2,1502.4,0.7243,20,17,1
10/23/1966,1966,0,0,TEN,MIA,1437.83,1282.36,0.7806,13,20,0
10/23/1966,1966,0,0,DEN,KC,1289.12,1539.05,0.2564,10,56,0
10/23/1966,1966,0,0,SF,DET,1498.47,1445.93,0.663,27,24,1
10/23/1966,1966,0,0,CLE,DAL,1578.51,1577.58,0.5938,30,21,1
10/23/1966,1966,0,0,GB,ATL,1683.64,1226.82,0.9527,56,3,1
10/23/1966,1966,0,0,CHI,LAR,1546.87,1517.26,0.6329,17,10,1
10/23/1966,1966,0,0,WSH,ARI,1447,1541.19,0.4581,26,20,1
10/30/1966,1966,0,0,DET,GB,1437.06,1686.69,0.2568,7,31,0
10/30/1966,1966,0,0,LAC,DEN,1573.58,1270.91,0.8925,24,17,1
10/30/1966,1966,0,0,NYJ,BUF,1463.99,1558,0.4583,23,33,0
10/30/1966,1966,0,0,KC,TEN,1557.27,1401.75,0.7806,48,23,1
10/30/1966,1966,0,0,PHI,WSH,1480.22,1468.38,0.6088,13,27,0
10/30/1966,1966,0,0,MIN,SF,1495.3,1507.34,0.5756,28,3,1
10/30/1966,1966,0,0,NE,OAK,1531.12,1520.99,0.6065,24,21,1
10/30/1966,1966,0,0,LAR,IND,1502.62,1612.3,0.4361,3,17,0
10/30/1966,1966,0,0,DAL,PIT,1559.41,1315.83,0.8552,52,21,1
10/30/1966,1966,0,0,ATL,CLE,1223.77,1596.67,0.1452,17,49,0
10/31/1966,1966,0,0,ARI,CHI,1519.82,1561.51,0.5335,24,17,1
11/06/1966,1966,0,0,PHI,DAL,1446.05,1568.21,0.4185,24,23,1
11/06/1966,1966,0,0,GB,MIN,1701.94,1522.3,0.8035,17,20,0
11/06/1966,1966,0,0,NE,DEN,1541.67,1267.07,0.876,10,17,0
11/06/1966,1966,0,0,OAK,TEN,1510.44,1388.76,0.7455,38,23,1
11/06/1966,1966,0,0,NYG,ARI,1357.93,1539.02,0.3389,17,20,0
11/06/1966,1966,0,0,PIT,CLE,1307.03,1605.58,0.2068,16,6,1
11/06/1966,1966,0,0,MIA,BUF,1318.44,1579.69,0.2442,0,29,0
11/06/1966,1966,0,0,SF,LAR,1480.34,1479.48,0.5937,21,13,1
11/06/1966,1966,0,0,KC,LAC,1570.26,1577.41,0.5825,24,14,1
11/06/1966,1966,0,0,CHI,DET,1542.31,1421.81,0.7442,10,10,0.5
11/06/1966,1966,0,0,IND,WSH,1635.45,1502.54,0.7575,37,10,1
11/13/1966,1966,0,0,ATL,IND,1214.86,1650.28,0.106,7,19,0
11/13/1966,1966,0,0,PIT,ARI,1349.59,1547.94,0.317,30,9,1
11/13/1966,1966,0,0,WSH,DAL,1487.72,1559.94,0.4896,30,31,0
11/13/1966,1966,0,0,NE,TEN,1498.59,1375.75,0.7467,27,21,1
11/13/1966,1966,0,0,CLE,PHI,1563.03,1454.33,0.731,27,7,1
11/13/1966,1966,0,0,CHI,SF,1534.87,1497.68,0.643,30,30,0.5
11/13/1966,1966,0,0,KC,MIA,1589.77,1303.19,0.8833,34,16,1
11/13/1966,1966,0,0,LAC,OAK,1557.9,1523.45,0.6393,19,41,0
11/13/1966,1966,0,0,LAR,NYG,1462.14,1349,0.736,55,14,1
11/13/1966,1966,0,0,BUF,NYJ,1594.95,1442.29,0.7778,14,3,1
11/13/1966,1966,0,0,MIN,DET,1547.37,1429.26,0.7416,31,32,0
11/20/1966,1966,0,0,CLE,WSH,1578.2,1480.95,0.7179,14,3,1
11/20/1966,1966,0,0,DEN,OAK,1310.16,1565.44,0.2506,3,17,0
11/20/1966,1966,0,0,SF,PHI,1502.04,1439.15,0.6762,34,35,0
11/20/1966,1966,0,0,KC,NE,1595.69,1507.67,0.707,27,27,0.5
11/20/1966,1966,0,0,NYJ,MIA,1432.24,1297.26,0.7597,30,13,1
11/20/1966,1966,0,0,DET,IND,1440.47,1654.93,0.2973,20,14,1
11/20/1966,1966,0,0,GB,CHI,1676.88,1530.51,0.7715,13,6,1
11/20/1966,1966,0,0,TEN,BUF,1366.67,1604.99,0.2694,20,42,0
11/20/1966,1966,0,0,LAR,MIN,1480.39,1536.16,0.5133,21,6,1
11/20/1966,1966,0,0,NYG,ATL,1330.75,1210.21,0.7442,16,27,0
11/20/1966,1966,0,0,PIT,DAL,1394.54,1566.7,0.3505,7,20,0
11/24/1966,1966,0,0,OAK,BUF,1577.93,1620.65,0.532,10,31,0
11/24/1966,1966,0,0,DAL,CLE,1584.34,1591.26,0.5828,26,14,1
11/24/1966,1966,0,0,DET,SF,1469.82,1492.08,0.5612,14,41,0
11/27/1966,1966,0,0,NYJ,KC,1444.97,1589.38,0.3877,24,32,0
11/27/1966,1966,0,0,IND,LAR,1625.59,1507.27,0.7418,7,23,0
11/27/1966,1966,0,0,DEN,LAC,1297.66,1515.91,0.2927,20,17,1
11/27/1966,1966,0,0,ARI,PIT,1502.99,1376.9,0.7503,6,3,1
11/27/1966,1966,0,0,MIA,NE,1284.53,1513.98,0.2796,14,20,0
11/27/1966,1966,0,0,MIN,GB,1509.28,1685.55,0.3451,16,28,0
11/27/1966,1966,0,0,CHI,ATL,1521.84,1250.6,0.8739,23,6,1
11/27/1966,1966,0,0,WSH,NYG,1467.9,1290.35,0.8016,72,41,1
12/03/1966,1966,0,0,OAK,NYJ,1544.7,1428.53,0.7394,28,28,0.5
12/04/1966,1966,0,0,PHI,PIT,1449.1,1370.53,0.6956,27,23,1
12/04/1966,1966,0,0,CLE,NYG,1570.41,1277.97,0.8867,49,40,1
12/04/1966,1966,0,0,TEN,LAC,1351.01,1494.83,0.3885,22,28,0
12/04/1966,1966,0,0,DAL,ARI,1605.19,1509.36,0.7162,31,17,1
12/04/1966,1966,0,0,DEN,MIA,1318.74,1274.41,0.6523,17,7,1
12/04/1966,1966,0,0,IND,CHI,1579.73,1528.16,0.6617,21,16,1
12/04/1966,1966,0,0,NE,BUF,1524.1,1653.88,0.4078,14,3,1
12/04/1966,1966,0,0,MIN,ATL,1492.43,1244.27,0.8585,13,20,0
12/04/1966,1966,0,0,LAR,DET,1553.12,1431.67,0.7452,23,3,1
12/04/1966,1966,0,0,GB,SF,1702.4,1530.22,0.7966,20,7,1
12/10/1966,1966,0,0,IND,GB,1591.25,1712.09,0.4203,10,14,0
12/11/1966,1966,0,0,DAL,WSH,1619.52,1480.28,0.7642,31,34,0
12/11/1966,1966,0,0,NYG,PIT,1273.48,1361.33,0.4672,28,47,0
12/11/1966,1966,0,0,TEN,NE,1336.41,1554.43,0.293,14,38,0
12/11/1966,1966,0,0,MIA,KC,1258.52,1605.82,0.1645,18,19,0
12/11/1966,1966,0,0,OAK,DEN,1537.4,1334.62,0.8237,28,10,1
12/11/1966,1966,0,0,ATL,ARI,1285.9,1495.04,0.3037,16,10,1
12/11/1966,1966,0,0,PHI,CLE,1458.3,1574.9,0.4263,33,21,1
12/11/1966,1966,0,0,SF,CHI,1520.53,1516.65,0.5979,41,14,1
12/11/1966,1966,0,0,LAC,NYJ,1509.42,1435.83,0.6895,42,27,1
12/11/1966,1966,0,0,DET,MIN,1417.37,1450.8,0.5453,16,28,0
12/17/1966,1966,0,0,ARI,CLE,1466.04,1544.76,0.4803,10,38,0
12/17/1966,1966,0,0,NYJ,NE,1419.64,1572.06,0.3768,38,28,1
12/18/1966,1966,0,0,MIA,TEN,1256.5,1318.78,0.5039,29,28,1
12/18/1966,1966,0,0,BUF,DEN,1623.56,1325.37,0.89,38,21,1
12/18/1966,1966,0,0,SF,IND,1546.52,1578.05,0.548,14,30,0
12/18/1966,1966,0,0,ATL,PIT,1314.9,1389.03,0.4869,33,57,0
12/18/1966,1966,0,0,WSH,PHI,1503.64,1488.44,0.6134,28,37,0
12/18/1966,1966,0,0,LAC,KC,1525.62,1607.84,0.4752,17,27,0
12/18/1966,1966,0,0,LAR,GB,1567.42,1725.28,0.3695,23,27,0
12/18/1966,1966,0,0,CHI,MIN,1490.66,1479.18,0.6083,41,28,1
12/18/1966,1966,0,0,NYG,DAL,1245.78,1596.16,0.1621,7,17,0
01/01/1967,1966,0,1,BUF,KC,1629.02,1630.46,0.5905,7,31,0
01/01/1967,1966,0,1,DAL,GB,1603.04,1736.69,0.4025,27,34,0
01/15/1967,1966,1,1,KC,GB,1669.6,1752.93,0.3823,10,35,0
09/03/1967,1967,0,0,DEN,NE,1381.61,1528.96,0.3837,26,21,1
09/09/1967,1967,0,0,TEN,KC,1376.27,1598.73,0.2877,20,25,0
09/09/1967,1967,0,0,LAC,NE,1503.67,1506.01,0.5892,28,14,1
09/10/1967,1967,0,0,OAK,DEN,1532.77,1404.55,0.7526,51,0,1
09/10/1967,1967,0,0,BUF,NYJ,1561.58,1468.84,0.7126,20,17,1
09/17/1967,1967,0,0,GB,DET,1686.29,1427.66,0.8656,17,17,0.5
09/17/1967,1967,0,0,PHI,WSH,1513.5,1484.55,0.632,35,24,1
09/17/1967,1967,0,0,IND,ATL,1574.72,1357.46,0.8355,38,31,1
09/17/1967,1967,0,0,MIA,DEN,1343.91,1386.58,0.5321,35,21,1
09/17/1967,1967,0,0,CLE,DAL,1552.94,1559.54,0.5833,14,21,0
09/17/1967,1967,0,0,PIT,CHI,1448.5,1508.76,0.5068,41,13,1
09/17/1967,1967,0,0,OAK,NE,1550.75,1484.38,0.6805,35,7,1
09/17/1967,1967,0,0,NO,LAR,1300,1539.01,0.2686,13,27,0
09/17/1967,1967,0,0,ARI,NYG,1457.6,1327.6,0.7545,20,37,0
09/17/1967,1967,0,0,BUF,TEN,1569.02,1366.65,0.8233,3,20,0
09/17/1967,1967,0,0,MIN,SF,1474.47,1511.66,0.5399,21,27,0
09/22/1967,1967,0,0,LAR,MIN,1552.49,1453.19,0.7203,39,3,1
09/24/1967,1967,0,0,BUF,NE,1514.84,1464.08,0.6607,0,23,0
09/24/1967,1967,0,0,GB,CHI,1675.14,1475.62,0.8209,13,10,1
09/24/1967,1967,0,0,NO,WSH,1286.52,1467.01,0.3397,10,30,0
09/24/1967,1967,0,0,LAC,TEN,1525.3,1420.83,0.7262,13,3,1
09/24/1967,1967,0,0,DEN,NYJ,1361.49,1461.41,0.4499,24,38,0
09/24/1967,1967,0,0,DAL,NYG,1584.46,1375.45,0.8288,38,24,1
09/24/1967,1967,0,0,MIA,KC,1369,1608.35,0.2682,0,24,0
